Ticker,InstOwnerPercent,TotalShareHolders,TotalInstitutionalShares,OwnerNames,SharesHeldIndividual,SharesValueIndividualin1000,TotalSharesinMarketinMillions,TotalValueHoldingsin1000
MSI,87.27%,580,"141,378,085","TEACHERS ADVISORS, LLC","515,723","52,929",162,"$14,510 "
MTB,79.86%,637,"120,203,151",VANGUARD GROUP INC,"14,121,106","2,611,981",151,"$22,234 "
MTB,79.86%,637,"120,203,151",BLACKROCK INC.,"10,367,588","1,917,693",151,"$22,234 "
MTB,79.86%,637,"120,203,151",STATE STREET CORP,"7,752,104","1,433,907",151,"$22,234 "
MTB,79.86%,637,"120,203,151",CAPITAL RESEARCH GLOBAL INVESTORS,"6,021,516","1,113,800",151,"$22,234 "
MTB,79.86%,637,"120,203,151",JPMORGAN CHASE & CO,"5,899,244","1,091,183",151,"$22,234 "
MTB,79.86%,637,"120,203,151",WELLINGTON MANAGEMENT GROUP LLP,"5,549,383","1,026,469",151,"$22,234 "
MTB,79.86%,637,"120,203,151",BERKSHIRE HATHAWAY INC,"5,382,040","995,516",151,"$22,234 "
MTB,79.86%,637,"120,203,151",STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,"4,848,113","896,755",151,"$22,234 "
MTB,79.86%,637,"120,203,151",FMR LLC,"4,579,769","847,120",151,"$22,234 "
MTB,79.86%,637,"120,203,151",CAPITAL WORLD INVESTORS,"3,900,000","721,383",151,"$22,234 "
MTB,79.86%,637,"120,203,151",INVESCO LTD.,"3,570,774","660,486",151,"$22,234 "
MTB,79.86%,637,"120,203,151",STANDARD LIFE ABERDEEN PLC,"3,541,363","655,046",151,"$22,234 "
MTB,79.86%,637,"120,203,151",ABERDEEN ASSET MANAGEMENT PLC/UK,"2,302,870","425,962",151,"$22,234 "
MTB,79.86%,637,"120,203,151",NORTHERN TRUST CORP,"1,630,499","301,593",151,"$22,234 "
MTB,79.86%,637,"120,203,151",WELLS FARGO & COMPANY/MN,"1,592,197","294,509",151,"$22,234 "
MTB,79.86%,637,"120,203,151",AMERICAN CENTURY COMPANIES INC,"1,584,086","293,008",151,"$22,234 "
MTB,79.86%,637,"120,203,151","GEODE CAPITAL MANAGEMENT, LLC","1,583,003","292,808",151,"$22,234 "
MTB,79.86%,637,"120,203,151",PRINCIPAL FINANCIAL GROUP INC,"1,531,156","283,218",151,"$22,234 "
MTB,79.86%,637,"120,203,151",BANK OF NEW YORK MELLON CORP,"1,143,852","211,578",151,"$22,234 "
MTB,79.86%,637,"120,203,151",STANDARD LIFE INVESTMENTS LTD,"1,100,084","203,483",151,"$22,234 "
MTB,79.86%,637,"120,203,151",M&T BANK CORP,"1,054,579","195,065",151,"$22,234 "
MTB,79.86%,637,"120,203,151",JANUS HENDERSON GROUP PLC,"965,319","178,555",151,"$22,234 "
MTB,79.86%,637,"120,203,151",GOLDMAN SACHS GROUP INC,"897,223","165,959",151,"$22,234 "
MTB,79.86%,637,"120,203,151","MANUFACTURERS LIFE INSURANCE COMPANY, THE","890,400","164,697",151,"$22,234 "
MTB,79.86%,637,"120,203,151",ARTISAN PARTNERS LIMITED PARTNERSHIP,"866,495","160,276",151,"$22,234 "
MTB,79.86%,637,"120,203,151",DIMENSIONAL FUND ADVISORS LP,"746,785","138,133",151,"$22,234 "
MTB,79.86%,637,"120,203,151",LEGAL & GENERAL GROUP PLC,"731,768","135,355",151,"$22,234 "
MTB,79.86%,637,"120,203,151",BANK OF AMERICA CORP /DE/,"603,092","111,554",151,"$22,234 "
MTB,79.86%,637,"120,203,151",NEUBERGER BERMAN GROUP LLC,"569,199","105,285",151,"$22,234 "
MTB,79.86%,637,"120,203,151",UBS ASSET MANAGEMENT AMERICAS INC,"563,158","104,167",151,"$22,234 "
MTB,79.86%,637,"120,203,151",AQR CAPITAL MANAGEMENT LLC,"527,342","97,542",151,"$22,234 "
MTB,79.86%,637,"120,203,151",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"514,981","95,256",151,"$22,234 "
MTB,79.86%,637,"120,203,151",VONTOBEL ASSET MANAGEMENT INC,"482,460","89,241",151,"$22,234 "
MTB,79.86%,637,"120,203,151",MITSUBISHI UFJ TRUST & BANKING CORP,"473,987","87,673",151,"$22,234 "
MTB,79.86%,637,"120,203,151",TIAA CREF INVESTMENT MANAGEMENT LLC,"461,836","85,426",151,"$22,234 "
MTB,79.86%,637,"120,203,151",AMERIPRISE FINANCIAL INC,"450,342","83,300",151,"$22,234 "
MTB,79.86%,637,"120,203,151","TEACHERS ADVISORS, LLC","449,624","83,167",151,"$22,234 "
MTB,79.86%,637,"120,203,151",LONDON CO OF VIRGINIA,"445,961","82,489",151,"$22,234 "
MTB,79.86%,637,"120,203,151",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"422,286","78,110",151,"$22,234 "
MTB,79.86%,637,"120,203,151",CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,"407,831","75,437",151,"$22,234 "
MTB,79.86%,637,"120,203,151",CRAWFORD INVESTMENT COUNSEL INC,"393,491","72,784",151,"$22,234 "
MTB,79.86%,637,"120,203,151","SUMITOMO MITSUI TRUST HOLDINGS, INC.","391,671","72,447",151,"$22,234 "
MTB,79.86%,637,"120,203,151","OPPENHEIMERFUNDS, INC.","381,387","70,545",151,"$22,234 "
MTB,79.86%,637,"120,203,151",BANK OF MONTREAL /CAN/,"375,427","69,443",151,"$22,234 "
MTB,79.86%,637,"120,203,151",PRUDENTIAL PLC,"358,996","66,403",151,"$22,234 "
MTD,92.75%,538,"23,725,048",VANGUARD GROUP INC,"2,661,458","1,708,550",26,"$15,231 "
MTD,92.75%,538,"23,725,048",FMR LLC,"2,623,505","1,684,185",26,"$15,231 "
MTD,92.75%,538,"23,725,048",BLACKROCK INC.,"1,806,247","1,159,538",26,"$15,231 "
MTD,92.75%,538,"23,725,048",STATE STREET CORP,"1,095,336","703,162",26,"$15,231 "
MTD,92.75%,538,"23,725,048",BAILLIE GIFFORD & CO,"637,034","408,950",26,"$15,231 "
MTD,92.75%,538,"23,725,048",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"629,427","404,067",26,"$15,231 "
MTD,92.75%,538,"23,725,048",BAMCO INC /NY/,"616,339","395,665",26,"$15,231 "
MTD,92.75%,538,"23,725,048",FIERA CAPITAL CORP,"608,233","390,461",26,"$15,231 "
MTD,92.75%,538,"23,725,048",ACADIAN ASSET MANAGEMENT LLC,"574,591","368,864",26,"$15,231 "
MTD,92.75%,538,"23,725,048",FRANKLIN RESOURCES INC,"523,409","336,008",26,"$15,231 "
MTD,92.75%,538,"23,725,048",GOLDMAN SACHS GROUP INC,"479,654","307,919",26,"$15,231 "
MTD,92.75%,538,"23,725,048",WELLINGTON MANAGEMENT GROUP LLP,"463,156","297,328",26,"$15,231 "
MTD,92.75%,538,"23,725,048",CAPITAL WORLD INVESTORS,"373,780","239,952",26,"$15,231 "
MTD,92.75%,538,"23,725,048","SELECT EQUITY GROUP, L.P.","352,222","226,112",26,"$15,231 "
MTD,92.75%,538,"23,725,048","RUSSELL INVESTMENTS GROUP, LTD.","328,763","211,053",26,"$15,231 "
MTD,92.75%,538,"23,725,048",NORTHERN TRUST CORP,"320,699","205,876",26,"$15,231 "
MTD,92.75%,538,"23,725,048","GEODE CAPITAL MANAGEMENT, LLC","295,560","189,738",26,"$15,231 "
MTD,92.75%,538,"23,725,048",BANK OF NEW YORK MELLON CORP,"289,677","185,961",26,"$15,231 "
MTD,92.75%,538,"23,725,048",JANUS CAPITAL MANAGEMENT LLC,"258,433","165,904",26,"$15,231 "
MTD,92.75%,538,"23,725,048",JANUS HENDERSON GROUP PLC,"243,920","156,587",26,"$15,231 "
MTD,92.75%,538,"23,725,048","WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC","230,599","148,035",26,"$15,231 "
MTD,92.75%,538,"23,725,048",CAPITAL COUNSEL LLC/NY,"228,147","146,461",26,"$15,231 "
MTD,92.75%,538,"23,725,048",RE ADVISERS CORP,"205,000","131,602",26,"$15,231 "
MTD,92.75%,538,"23,725,048",WILLIAMS JONES & ASSOCIATES LLC,"199,049","127,781",26,"$15,231 "
MTD,92.75%,538,"23,725,048",PRICE T ROWE ASSOCIATES INC /MD/,"195,671","125,613",26,"$15,231 "
MTD,92.75%,538,"23,725,048",ALLIANCEBERNSTEIN L.P.,"188,612","121,081",26,"$15,231 "
MTD,92.75%,538,"23,725,048","ARROWSTREET CAPITAL, LIMITED PARTNERSHIP","182,767","117,329",26,"$15,231 "
MTD,92.75%,538,"23,725,048",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"182,164","116,942",26,"$15,231 "
MTD,92.75%,538,"23,725,048",WESTFIELD CAPITAL MANAGEMENT CO LP,"165,344","106,144",26,"$15,231 "
MTD,92.75%,538,"23,725,048","CLEARBRIDGE INVESTMENTS, LLC","160,619","103,111",26,"$15,231 "
MTD,92.75%,538,"23,725,048",NEW YORK STATE COMMON RETIREMENT FUND,"147,648","94,784",26,"$15,231 "
MTD,92.75%,538,"23,725,048",CREDIT SUISSE AG/,"147,201","94,497",26,"$15,231 "
MTD,92.75%,538,"23,725,048",CONGRESS ASSET MANAGEMENT CO /MA,"144,232","92,591",26,"$15,231 "
MTD,92.75%,538,"23,725,048",LEGAL & GENERAL GROUP PLC,"136,153","87,405",26,"$15,231 "
MTD,92.75%,538,"23,725,048",OWNERSHIP CAPITAL B.V.,"135,357","86,894",26,"$15,231 "
MTD,92.75%,538,"23,725,048",BANK OF AMERICA CORP /DE/,"123,722","79,425",26,"$15,231 "
MTD,92.75%,538,"23,725,048","SEGALL BRYANT & HAMILL, LLC","121,053","77,711",26,"$15,231 "
MTD,92.75%,538,"23,725,048",MORGAN STANLEY,"112,214","72,037",26,"$15,231 "
MTD,92.75%,538,"23,725,048",LOS ANGELES CAPITAL MANAGEMENT & EQUITY RESEARCH INC,"102,137","65,568",26,"$15,231 "
MTD,92.75%,538,"23,725,048",PICTET ASSET MANAGEMENT LTD,"99,552","63,908",26,"$15,231 "
MTD,92.75%,538,"23,725,048",INVESCO LTD.,"97,795","62,780",26,"$15,231 "
MTD,92.75%,538,"23,725,048",DIMENSIONAL FUND ADVISORS LP,"96,687","62,069",26,"$15,231 "
MTD,92.75%,538,"23,725,048",BTIM CORP.,"96,219","61,769",26,"$15,231 "
MTD,92.75%,538,"23,725,048",SWISS NATIONAL BANK,"94,800","60,858",26,"$15,231 "
MTD,92.75%,538,"23,725,048",MAR VISTA INVESTMENT PARTNERS LLC,"89,388","57,384",26,"$15,231 "
MU,81.22%,847,"939,203,122",VANGUARD GROUP INC,"76,033,363","3,194,162","1,156","$39,456 "
MU,81.22%,847,"939,203,122",BLACKROCK INC.,"65,642,699","2,757,650","1,156","$39,456 "
MU,81.22%,847,"939,203,122",PRIMECAP MANAGEMENT CO/CA/,"58,581,800","2,461,021","1,156","$39,456 "
MU,81.22%,847,"939,203,122",CAPITAL RESEARCH GLOBAL INVESTORS,"44,933,723","1,887,666","1,156","$39,456 "
MU,81.22%,847,"939,203,122",STATE STREET CORP,"42,179,550","1,771,963","1,156","$39,456 "
MU,81.22%,847,"939,203,122",FMR LLC,"32,420,225","1,361,974","1,156","$39,456 "
MU,81.22%,847,"939,203,122",AMERIPRISE FINANCIAL INC,"20,990,410","881,807","1,156","$39,456 "
MU,81.22%,847,"939,203,122",WELLINGTON MANAGEMENT GROUP LLP,"20,013,554","840,769","1,156","$39,456 "
MU,81.22%,847,"939,203,122",APPALOOSA LP,"17,053,999","716,438","1,156","$39,456 "
MU,81.22%,847,"939,203,122",WADDELL & REED FINANCIAL INC,"16,876,300","708,973","1,156","$39,456 "
MU,81.22%,847,"939,203,122",AQR CAPITAL MANAGEMENT LLC,"16,854,025","708,038","1,156","$39,456 "
MU,81.22%,847,"939,203,122",GOLDMAN SACHS GROUP INC,"14,706,565","617,823","1,156","$39,456 "
MU,81.22%,847,"939,203,122",BANK OF NEW YORK MELLON CORP,"13,863,743","582,416","1,156","$39,456 "
MU,81.22%,847,"939,203,122",DIMENSIONAL FUND ADVISORS LP,"13,717,782","576,284","1,156","$39,456 "
MU,81.22%,847,"939,203,122",JPMORGAN CHASE & CO,"13,309,848","559,147","1,156","$39,456 "
MU,81.22%,847,"939,203,122",ALLIANZ ASSET MANAGEMENT GMBH,"13,046,993","548,104","1,156","$39,456 "
MU,81.22%,847,"939,203,122",NORTHERN TRUST CORP,"12,638,536","530,945","1,156","$39,456 "
MU,81.22%,847,"939,203,122",INVESCO LTD.,"12,266,531","515,317","1,156","$39,456 "
MU,81.22%,847,"939,203,122",JANUS HENDERSON GROUP PLC,"12,125,074","509,374","1,156","$39,456 "
MU,81.22%,847,"939,203,122",WS MANAGEMENT LLLP,"12,120,100","509,165","1,156","$39,456 "
MU,81.22%,847,"939,203,122","SUSQUEHANNA INTERNATIONAL GROUP, LLP","12,118,181","509,085","1,156","$39,456 "
MU,81.22%,847,"939,203,122","DONALD SMITH & CO., INC.","12,109,847","508,735","1,156","$39,456 "
MU,81.22%,847,"939,203,122","GEODE CAPITAL MANAGEMENT, LLC","12,072,165","507,152","1,156","$39,456 "
MU,81.22%,847,"939,203,122",MILLENNIUM MANAGEMENT LLC,"10,631,270","446,620","1,156","$39,456 "
MU,81.22%,847,"939,203,122",UBS ASSET MANAGEMENT AMERICAS INC,"8,237,484","346,057","1,156","$39,456 "
MU,81.22%,847,"939,203,122",MORGAN STANLEY,"7,462,618","313,505","1,156","$39,456 "
MU,81.22%,847,"939,203,122","TWO SIGMA ADVISERS, LP","6,765,548","284,221","1,156","$39,456 "
MU,81.22%,847,"939,203,122",RENAISSANCE TECHNOLOGIES LLC,"6,730,936","282,767","1,156","$39,456 "
MU,81.22%,847,"939,203,122",BANK OF MONTREAL /CAN/,"6,138,703","257,887","1,156","$39,456 "
MU,81.22%,847,"939,203,122",LEGAL & GENERAL GROUP PLC,"5,642,131","237,026","1,156","$39,456 "
MU,81.22%,847,"939,203,122","D. E. SHAW & CO., INC.","5,628,168","236,439","1,156","$39,456 "
MU,81.22%,847,"939,203,122",JANUS CAPITAL MANAGEMENT LLC,"5,573,883","234,159","1,156","$39,456 "
MU,81.22%,847,"939,203,122",BANK OF AMERICA CORP /DE/,"5,183,451","217,757","1,156","$39,456 "
MU,81.22%,847,"939,203,122",GREENLIGHT CAPITAL INC,"5,021,900","210,970","1,156","$39,456 "
MU,81.22%,847,"939,203,122",DEUTSCHE BANK AG\,"4,915,065","206,482","1,156","$39,456 "
MU,81.22%,847,"939,203,122","TWO SIGMA INVESTMENTS, LP","4,905,984","206,100","1,156","$39,456 "
MU,81.22%,847,"939,203,122",CI INVESTMENTS INC.,"4,775,500","200,619","1,156","$39,456 "
MU,81.22%,847,"939,203,122",TIAA CREF INVESTMENT MANAGEMENT LLC,"4,701,679","197,518","1,156","$39,456 "
MU,81.22%,847,"939,203,122",PRICE T ROWE ASSOCIATES INC /MD/,"4,693,278","197,165","1,156","$39,456 "
MU,81.22%,847,"939,203,122",WELLS FARGO & COMPANY/MN,"4,607,866","193,576","1,156","$39,456 "
MU,81.22%,847,"939,203,122","SUMITOMO MITSUI ASSET MANAGEMENT COMPANY, LTD","4,574,242","192,164","1,156","$39,456 "
MU,81.22%,847,"939,203,122",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"4,536,699","190,587","1,156","$39,456 "
MU,81.22%,847,"939,203,122","VOLORIDGE INVESTMENT MANAGEMENT, LLC","4,508,947","189,421","1,156","$39,456 "
MU,81.22%,847,"939,203,122",AMUNDI PIONEER ASSET MANAGEMENT INC,"3,969,870","166,774","1,156","$39,456 "
MU,81.22%,847,"939,203,122",SWISS NATIONAL BANK,"3,901,003","163,881","1,156","$39,456 "
MYL,75.22%,566,"403,495,163",WELLINGTON MANAGEMENT GROUP LLP,"43,929,182","1,776,935",536,"$16,321 "
MYL,75.22%,566,"403,495,163",BLACKROCK INC.,"41,090,519","1,662,111",536,"$16,321 "
MYL,75.22%,566,"403,495,163",VANGUARD GROUP INC,"35,333,498","1,429,240",536,"$16,321 "
MYL,75.22%,566,"403,495,163",PZENA INVESTMENT MANAGEMENT LLC,"22,721,384","919,080",536,"$16,321 "
MYL,75.22%,566,"403,495,163",STATE STREET CORP,"22,267,849","900,734",536,"$16,321 "
MYL,75.22%,566,"403,495,163",INVESCO LTD.,"15,888,590","642,693",536,"$16,321 "
MYL,75.22%,566,"403,495,163",PAULSON & CO. INC.,"14,718,600","595,367",536,"$16,321 "
MYL,75.22%,566,"403,495,163",GREENLIGHT CAPITAL INC,"10,744,307","434,607",536,"$16,321 "
MYL,75.22%,566,"403,495,163",GOLDMAN SACHS GROUP INC,"9,705,850","392,602",536,"$16,321 "
MYL,75.22%,566,"403,495,163","FIRST PACIFIC ADVISORS, LLC","9,469,120","383,026",536,"$16,321 "
MYL,75.22%,566,"403,495,163",FRANKLIN RESOURCES INC,"8,566,217","346,503",536,"$16,321 "
MYL,75.22%,566,"403,495,163","GEODE CAPITAL MANAGEMENT, LLC","6,136,090","248,205",536,"$16,321 "
MYL,75.22%,566,"403,495,163",NORTHERN TRUST CORP,"5,722,456","231,473",536,"$16,321 "
MYL,75.22%,566,"403,495,163",AQR CAPITAL MANAGEMENT LLC,"5,626,385","227,587",536,"$16,321 "
MYL,75.22%,566,"403,495,163",FIL LTD,"4,814,322","194,739",536,"$16,321 "
MYL,75.22%,566,"403,495,163",TIAA CREF INVESTMENT MANAGEMENT LLC,"4,684,034","189,469",536,"$16,321 "
MYL,75.22%,566,"403,495,163",BANK OF NEW YORK MELLON CORP,"4,095,700","165,671",536,"$16,321 "
MYL,75.22%,566,"403,495,163",DEUTSCHE BANK AG\,"3,777,408","152,796",536,"$16,321 "
MYL,75.22%,566,"403,495,163",MENORA MIVTACHIM HOLDINGS LTD.,"3,674,798","148,646",536,"$16,321 "
MYL,75.22%,566,"403,495,163","TEACHERS ADVISORS, LLC","3,649,434","147,620",536,"$16,321 "
MYL,75.22%,566,"403,495,163",ORBIMED ADVISORS LLC,"3,601,100","145,664",536,"$16,321 "
MYL,75.22%,566,"403,495,163",DIMENSIONAL FUND ADVISORS LP,"3,553,480","143,738",536,"$16,321 "
MYL,75.22%,566,"403,495,163",PRICE T ROWE ASSOCIATES INC /MD/,"3,522,674","142,492",536,"$16,321 "
MYL,75.22%,566,"403,495,163",MIGDAL INSURANCE & FINANCIAL HOLDINGS LTD.,"3,430,389","138,759",536,"$16,321 "
MYL,75.22%,566,"403,495,163",HAREL INSURANCE INVESTMENTS & FINANCIAL SERVICES LTD.,"3,238,551","130,999",536,"$16,321 "
MYL,75.22%,566,"403,495,163",CLAL INSURANCE ENTERPRISES HOLDINGS LTD,"3,183,784","128,784",536,"$16,321 "
MYL,75.22%,566,"403,495,163",DEERFIELD MANAGEMENT CO,"3,153,611","127,564",536,"$16,321 "
MYL,75.22%,566,"403,495,163",SCHRODER INVESTMENT MANAGEMENT GROUP,"3,026,172","122,409",536,"$16,321 "
MYL,75.22%,566,"403,495,163","OPPENHEIMERFUNDS, INC.","2,894,053","117,064",536,"$16,321 "
MYL,75.22%,566,"403,495,163",UBS GROUP AG,"2,807,850","113,578",536,"$16,321 "
MYL,75.22%,566,"403,495,163",JPMORGAN CHASE & CO,"2,744,198","111,003",536,"$16,321 "
MYL,75.22%,566,"403,495,163",CAMBER CAPITAL MANAGEMENT LLC,"2,700,000","109,215",536,"$16,321 "
MYL,75.22%,566,"403,495,163","RUSSELL INVESTMENTS GROUP, LTD.","2,698,239","109,144",536,"$16,321 "
MYL,75.22%,566,"403,495,163",LEGAL & GENERAL GROUP PLC,"2,631,309","106,436",536,"$16,321 "
MYL,75.22%,566,"403,495,163","ASCEND CAPITAL, LLC","2,616,503","105,838",536,"$16,321 "
MYL,75.22%,566,"403,495,163","CLEARBRIDGE, LLC","2,009,668","81,291",536,"$16,321 "
MYL,75.22%,566,"403,495,163",MORGAN STANLEY,"1,958,850","79,235",536,"$16,321 "
MYL,75.22%,566,"403,495,163",BANK OF MONTREAL /CAN/,"1,921,410","77,721",536,"$16,321 "
MYL,75.22%,566,"403,495,163",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"1,911,875","77,335",536,"$16,321 "
MYL,75.22%,566,"403,495,163","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC","1,690,672","68,388",536,"$16,321 "
MYL,75.22%,566,"403,495,163",SWISS NATIONAL BANK,"1,680,542","67,978",536,"$16,321 "
MYL,75.22%,566,"403,495,163",BANK OF AMERICA CORP /DE/,"1,620,990","65,569",536,"$16,321 "
MYL,75.22%,566,"403,495,163",TEKLA CAPITAL MANAGEMENT LLC,"1,603,112","64,846",536,"$16,321 "
MYL,75.22%,566,"403,495,163",GUGGENHEIM CAPITAL LLC,"1,557,276","62,992",536,"$16,321 "
MYL,75.22%,566,"403,495,163","POINT72 ASSET MANAGEMENT, L.P.","1,499,418","60,651",536,"$16,321 "
NAVI,90.60%,394,"238,299,208",VANGUARD GROUP INC,"35,840,619","503,202",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",BARROW HANLEY MEWHINNEY & STRAUSS LLC,"29,775,653","418,050",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",BLACKROCK INC.,"20,168,660","283,168",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",BOSTON PARTNERS,"16,838,112","236,407",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",STATE STREET CORP,"14,190,951","199,241",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",DIMENSIONAL FUND ADVISORS LP,"9,087,655","127,591",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",PRUDENTIAL FINANCIAL INC,"5,888,964","82,681",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",LSV ASSET MANAGEMENT,"5,614,050","78,821",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",NORTHERN TRUST CORP,"4,351,722","61,098",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",ALPS ADVISORS INC,"3,816,609","53,585",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",GOLDMAN SACHS GROUP INC,"3,807,448","53,457",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",BANK OF NEW YORK MELLON CORP,"3,561,701","50,006",263,"$3,346 "
NAVI,90.60%,394,"238,299,208","D. E. SHAW & CO., INC.","3,559,837","49,980",263,"$3,346 "
NAVI,90.60%,394,"238,299,208","GEODE CAPITAL MANAGEMENT, LLC","3,504,876","49,208",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",INVESCO LTD.,"3,421,294","48,035",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",CREDIT AGRICOLE S A,"3,285,395","46,127",263,"$3,346 "
NAVI,90.60%,394,"238,299,208","AJO, LP","3,138,196","44,060",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",GUGGENHEIM CAPITAL LLC,"3,095,472","43,460",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",AQR CAPITAL MANAGEMENT LLC,"2,694,017","37,824",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"2,255,795","31,671",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",JANUS CAPITAL MANAGEMENT LLC,"2,093,039","29,386",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"2,075,762","29,144",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",BANK OF MONTREAL /CAN/,"2,021,051","28,376",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",FIERA CAPITAL CORP,"1,916,477","26,907",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",OMEGA ADVISORS INC.,"1,801,188","25,289",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",LEGAL & GENERAL GROUP PLC,"1,719,400","24,140",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",NEW YORK STATE COMMON RETIREMENT FUND,"1,531,178","21,498",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",AMERIPRISE FINANCIAL INC,"1,500,473","21,067",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",BANK OF AMERICA CORP /DE/,"1,469,539","20,632",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,"1,377,026","19,333",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",UBS ASSET MANAGEMENT AMERICAS INC,"1,371,930","19,262",263,"$3,346 "
NAVI,90.60%,394,"238,299,208","W. E. DONOGHUE & CO., LLC","1,195,954","16,791",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",UNITED SERVICES AUTOMOBILE ASSOCIATION,"1,169,616","16,421",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",JPMORGAN CHASE & CO,"1,141,859","16,032",263,"$3,346 "
NAVI,90.60%,394,"238,299,208","HUTCHIN HILL CAPITAL, LP","1,000,000","14,040",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",ROYAL BANK OF CANADA,"992,571","13,936",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",MILLENNIUM MANAGEMENT LLC,"940,444","13,204",263,"$3,346 "
NAVI,90.60%,394,"238,299,208","OPPENHEIMERFUNDS, INC.","921,381","12,936",263,"$3,346 "
NAVI,90.60%,394,"238,299,208","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC","915,351","12,852",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",FMR LLC,"893,914","12,551",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",TIAA CREF INVESTMENT MANAGEMENT LLC,"874,443","12,277",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",DEUTSCHE BANK AG\,"827,328","11,616",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",MOUNT LUCAS MANAGEMENT LP,"694,897","9,756",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",ALLIANCEBERNSTEIN L.P.,"688,183","9,662",263,"$3,346 "
NAVI,90.60%,394,"238,299,208",MORGAN STANLEY,"657,244","9,228",263,"$3,346 "
NBL,95.37%,557,"464,093,293",CAPITAL WORLD INVESTORS,"54,968,450","1,488,546",487,"$12,568 "
NBL,95.37%,557,"464,093,293",VANGUARD GROUP INC,"50,409,060","1,365,077",487,"$12,568 "
NBL,95.37%,557,"464,093,293",CAPITAL RESEARCH GLOBAL INVESTORS,"36,488,708","988,114",487,"$12,568 "
NBL,95.37%,557,"464,093,293",BLACKROCK INC.,"33,660,079","911,515",487,"$12,568 "
NBL,95.37%,557,"464,093,293",STATE STREET CORP,"27,431,102","742,834",487,"$12,568 "
NBL,95.37%,557,"464,093,293","ADAGE CAPITAL PARTNERS GP, L.L.C.","14,818,796","401,293",487,"$12,568 "
NBL,95.37%,557,"464,093,293",CARMIGNAC GESTION,"12,625,683","341,903",487,"$12,568 "
NBL,95.37%,557,"464,093,293",ARES MANAGEMENT LLC,"11,660,551","315,768",487,"$12,568 "
NBL,95.37%,557,"464,093,293",EAGLE CAPITAL MANAGEMENT LLC,"11,435,197","309,665",487,"$12,568 "
NBL,95.37%,557,"464,093,293",AMERICAN CENTURY COMPANIES INC,"8,726,274","236,308",487,"$12,568 "
NBL,95.37%,557,"464,093,293",JENNISON ASSOCIATES LLC,"8,365,528","226,538",487,"$12,568 "
NBL,95.37%,557,"464,093,293",ARTISAN PARTNERS LIMITED PARTNERSHIP,"7,172,711","194,237",487,"$12,568 "
NBL,95.37%,557,"464,093,293",ORBIS ALLAN GRAY LTD,"5,904,170","159,885",487,"$12,568 "
NBL,95.37%,557,"464,093,293",FMR LLC,"5,849,094","158,393",487,"$12,568 "
NBL,95.37%,557,"464,093,293",NORTHERN TRUST CORP,"5,846,932","158,335",487,"$12,568 "
